DDA,CASHBK,DIRDEP,NSF,SAV,ATM,CD,IRA,LOC,INV,ILS,MM,MMCRED,MTG,CC,CCPURC,SDB,HMOWN,MOVED,INAREA,INS,BRANCH,RES,DDABAL_Bin,ACCTAGE_Bin,DEPAMT_Bin,CHECKS_Bin,NSFAMT_Bin,PHONE_Bin,TELLER_Bin,SAVBAL_Bin,ATMAMT_Bin,POS_Bin,POSAMT_Bin,CDBAL_Bin,IRABAL_Bin,LOCBAL_Bin,INVBAL_Bin,ILSBAL_Bin,MMBAL_Bin,MTGBAL_Bin,CCBAL_Bin,INCOME_Bin,LORES_Bin,HMVAL_Bin,AGE_Bin,CRSCORE_Bin
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,B17,R,6,1,4,3,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,B4,S,2,1,3,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B12,R,3,1,3,2,1,2,1,7,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B12,S,6,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,B2,U,8,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,B4,S,8,1,4,4,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2
1,0,0,0,1,1,0,0,0,,0,0,0,0,,,0,1,0,1,0,B15,S,7,1,5,4,1,4,2,6,2,3,3,1,1,1,1,1,1,1,3,2,2,1,4,3
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B4,S,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B2,R,2,1,2,3,1,3,2,4,2,2,1,1,1,1,1,1,1,1,1,2,1,2,4,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B4,R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B16,R,3,3,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,4,3
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,B8,U,7,1,3,4,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,0,1,1,B3,U,5,1,3,3,1,1,2,7,1,1,1,2,1,1,1,1,1,1,2,1,1,5,1,3
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B6,S,3,1,2,4,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,,0,1,1,B7,U,3,1,2,2,1,1,2,5,2,1,1,2,1,1,1,1,1,1,2,1,1,5,1,3
1,0,0,0,0,1,0,0,0,,0,0,0,0,,,1,0,0,1,1,B15,U,2,1,3,4,1,4,3,1,2,3,3,1,1,1,1,1,1,1,3,2,2,2,3,3
1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,,0,1,1,B2,U,7,1,5,4,1,1,3,1,2,2,2,2,1,1,1,1,2,1,1,1,1,5,1,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B1,S,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,B3,S,3,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2
1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,B8,U,7,1,4,4,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,3,2,4,3,3
0,0,0,0,1,0,0,0,1,,0,0,0,0,,,0,1,0,1,1,B18,U,1,1,1,1,1,4,1,7,1,3,3,1,1,2,1,1,1,1,3,2,2,3,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B5,U,3,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,B2,U,4,1,5,4,1,1,2,1,3,2,2,2,1,1,1,1,1,1,1,1,1,5,1,2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B5,U,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,B9,U,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,3,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,1,0,B16,R,6,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,B1,R,4,1,3,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,4,3
1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,B2,S,8,1,2,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B17,R,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,B1,S,4,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,B6,U,6,1,3,4,1,1,2,6,1,1,1,3,1,1,1,1,1,1,2,2,2,2,3,3
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,B5,S,4,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B10,S,4,1,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,2,3,3,3
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B6,S,5,1,4,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,B3,S,7,1,5,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B3,U,8,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B8,U,4,1,3,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B13,S,8,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2
1,0,0,0,1,0,0,0,1,,0,0,0,0,,,0,0,0,1,1,B15,U,7,1,4,2,1,4,2,7,1,3,3,1,1,2,1,1,1,1,3,2,1,1,3,3
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B6,R,1,1,3,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,B3,U,3,1,4,4,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,3,2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,B8,S,7,1,5,4,1,1,2,1,3,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3
1,1,0,0,0,1,0,0,0,,0,0,0,0,,,0,1,0,1,0,B14,S,3,1,2,2,1,4,1,1,2,3,3,1,1,1,1,1,1,1,3,3,2,3,4,3
1,0,1,0,1,0,0,0,0,,0,0,0,0,,,0,1,0,1,0,B15,U,5,1,2,3,1,4,2,6,1,3,3,1,1,1,1,1,1,1,3,2,2,2,4,3
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,B5,R,8,2,3,3,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,4,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B3,U,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,B4,U,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,0,1,0,1,0,0,0,,0,0,0,0,,,0,0,0,1,0,B14,U,6,1,3,4,2,4,2,1,2,3,3,1,1,1,1,1,1,1,3,2,2,1,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B1,S,4,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2
1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,B2,S,7,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,5,1,2
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,B4,R,4,1,3,4,1,3,3,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,4,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B16,R,5,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,B2,R,8,1,5,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,5,1,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,B10,U,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3
1,0,0,0,1,0,0,0,0,,0,0,0,0,,,0,1,0,1,0,B18,S,4,1,3,3,1,4,3,4,1,3,3,1,1,1,1,1,1,1,3,2,2,1,4,2
1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,B3,U,6,1,2,3,1,1,1,7,1,1,1,2,2,1,1,1,1,1,1,2,1,1,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B17,R,6,1,4,4,1,2,1,5,3,1,1,1,1,1,1,1,1,1,2,2,2,1,4,3
1,0,0,0,1,0,0,0,0,,0,0,0,0,,,0,1,0,1,0,B15,U,3,2,3,4,1,4,2,2,1,3,3,1,1,1,1,1,1,1,3,2,2,1,4,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,B2,R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,B8,R,3,3,3,1,1,2,2,4,2,1,1,1,1,3,1,2,1,2,2,3,2,3,4,3
0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,B7,S,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,2,2,1,2,4,3
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,B8,U,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,4,2
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,B2,U,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,B8,R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B9,R,5,2,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B1,S,4,1,4,4,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B6,U,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,3
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B16,U,2,1,3,4,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,B3,S,7,1,4,4,1,1,1,4,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B3,U,7,1,4,4,1,1,2,4,2,2,2,1,1,1,1,1,1,1,1,2,1,3,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,,0,1,1,B8,R,5,3,4,2,1,1,1,6,3,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3
1,0,0,0,1,1,0,0,0,,0,0,0,0,,,0,,0,1,0,B15,U,5,1,3,3,1,4,1,4,2,3,3,1,1,1,1,1,1,1,3,1,1,5,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B1,U,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2
1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,B4,R,6,3,4,4,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,4,3
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B2,U,3,1,3,4,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B4,U,5,1,3,3,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,2,2,2,4,2
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B16,R,4,1,3,4,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B4,R,7,1,5,4,1,1,1,7,3,1,1,2,1,1,1,1,1,1,2,2,1,2,3,3
1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,,0,1,1,B2,U,6,1,5,4,1,1,2,4,2,1,1,1,1,1,3,1,1,1,1,1,1,5,1,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,B4,S,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,4,3
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B7,U,7,1,5,3,1,2,1,6,3,2,2,1,1,1,1,1,1,1,2,2,1,2,4,3
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B5,U,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,3
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,B2,U,3,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B2,S,2,3,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,B4,U,7,1,4,4,1,1,3,7,2,2,2,1,1,1,1,1,1,1,1,1,1,5,1,3
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B4,U,7,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B6,R,8,2,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B4,U,3,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,4,3,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,B6,R,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,B1,R,6,3,3,4,1,1,2,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B7,S,2,1,2,4,1,3,1,3,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3
1,0,0,1,0,1,0,0,0,,0,0,0,0,,,1,0,0,1,1,B15,R,5,1,3,2,1,4,2,1,2,3,3,1,1,1,1,1,1,1,3,2,1,3,4,3
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B4,S,4,1,3,4,1,2,1,3,2,2,2,1,1,1,1,1,1,1,1,2,1,2,3,3
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B2,S,6,3,4,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,B3,U,7,1,4,4,1,3,2,3,3,2,2,1,1,1,1,1,1,1,2,2,2,1,3,2
1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B6,S,6,3,4,4,2,3,2,3,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B4,S,6,1,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B2,S,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1,S,2,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,B4,S,5,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,B7,U,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,3
1,0,1,0,0,1,0,0,0,,0,0,0,0,,,0,0,0,1,0,B14,U,5,1,3,4,1,4,1,1,2,3,3,1,1,1,1,1,1,1,3,2,2,3,4,3
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B7,S,5,3,3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,B9,S,4,1,3,2,1,1,1,5,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,2
1,0,0,0,1,0,0,0,0,,1,0,0,0,,,0,,0,1,1,B15,S,4,1,3,1,1,4,2,7,1,3,3,1,1,1,1,2,1,1,3,1,1,5,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,B2,U,6,1,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,4,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,B4,S,4,1,3,4,1,1,2,5,2,2,2,1,1,1,1,1,1,1,2,1,1,5,1,3
1,0,0,0,1,0,0,0,0,,1,0,0,0,,,0,1,0,1,0,B15,S,7,2,3,4,1,4,2,4,1,3,3,1,1,1,1,2,1,1,3,2,2,2,3,2
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,B7,R,6,1,3,3,1,1,1,6,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,2
1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,1,1,B2,S,7,1,5,4,1,1,3,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,3,3
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,B8,S,6,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,B2,S,5,1,3,3,1,1,3,5,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,B4,R,3,1,2,2,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,4,2
1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,B5,R,4,1,4,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,1,3,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B3,U,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B5,S,6,1,3,4,1,1,1,4,2,2,2,1,1,1,1,1,1,1,2,2,1,2,3,3
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B3,R,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,B2,S,6,1,3,4,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,B5,U,7,3,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B4,U,4,1,3,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,B2,S,5,1,4,4,1,2,1,4,2,2,2,1,1,1,1,1,1,1,2,3,2,3,2,2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,B6,U,5,1,3,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B3,R,6,1,2,2,1,1,1,5,2,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,B4,S,8,1,4,3,1,1,1,6,2,2,2,1,1,1,1,1,2,1,1,2,1,4,4,3
1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,B2,S,3,1,4,4,1,2,2,5,1,1,1,1,2,1,1,2,1,1,2,2,2,1,4,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B3,U,7,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,0,0,1,0,0,1,0,,0,0,0,0,,,0,1,0,1,1,B15,S,7,1,3,2,1,4,2,5,1,3,3,1,2,1,1,1,1,1,3,2,2,3,4,3
1,0,1,0,1,0,0,0,0,,0,0,0,0,,,0,0,0,1,0,B15,U,6,1,3,4,1,4,2,5,1,3,3,1,1,1,1,1,1,1,3,2,1,2,4,2
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,0,1,0,B2,S,4,1,3,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,1,2
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B5,R,1,1,1,1,1,1,1,6,2,1,1,2,1,1,1,1,1,1,1,2,2,2,3,3
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,B4,R,8,1,5,4,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,2,2,2,4,3
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B4,U,8,2,4,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,B16,R,2,1,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,B9,U,2,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,2,3,1,3,4,3
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,,0,1,0,B6,U,6,1,4,4,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B8,U,7,1,4,2,1,1,3,7,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,,0,1,0,B4,R,5,1,4,4,1,1,2,4,3,1,2,1,1,1,1,1,1,1,2,1,1,5,1,3
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B4,U,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B6,U,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,B3,U,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,4,2
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,,0,0,1,B2,S,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,5,1,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B5,U,7,1,2,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,B1,U,6,1,3,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,B16,U,7,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3
