ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,INV,INVBAL,MM,MMBAL,MMCRED,CC,CCBAL,CCPURC,SDB,INCOME,LORES,HMVAL,AGE,CRSCORE,INAREA,INS,BRANCH
23.3,1,5716.74,1,975.68,6,0,0,0,,2,1,16344.92,0,0,,,1,12400,1,12849.41,,,0,0,0,,,,0,,,,,670,1,0,B15
13.5,1,1888.51,6,2708.59,14,1,1,7.65,,0,1,115.44,1,904.3,,,0,0,0,0,,,0,0,0,,,,0,35,9.5,113,41,688,1,1,B15
1.9,0,0,0,0,0,0,0,0,0,0,1,11337.28,1,3573.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,736,1,1,B1
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17200,1,54.88,0,0,1,14754.42,0,1,0.05,0,0,35,7,100,69,746,1,1,B4
2,1,1361.12,4,5214.72,3,0,1,67.94,0,1,0,0,1,5430.94,4,259.24,1,7000,0,0,0,0,0,0,0,1,13366.03,0,0,75,6.5,141,71,674,1,0,B1
4.1,1,1157.6,4,3153.29,9,1,0,0,0,0,1,1880.38,1,3075.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,10.5,77,56,686,1,0,B4
2.4,1,242.46,3,2113.8,6,0,0,0,6,0,0,0,1,2371.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.5,107,41,647,1,0,B4
2.5,1,330.07,3,582.87,3,0,0,0,1,1,0,0,1,363.81,1,47.43,0,0,0,0,0,0,0,0,0,1,3172.82,0,0,,,,,671,1,0,B2
6.3,1,133.97,4,1615.88,3,0,0,0,0,0,1,1144.54,1,756.88,2,87.55,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,107,40,590,1,0,B7
0.3,1,313.92,1,334.82,0,0,0,0,0,0,0,0,1,510.89,3,44.82,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11.5,90,38,665,1,0,B5
0.6,1,1447.76,7,3932.02,13,0,0,0,0,4,1,324.03,1,5349.37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,5,117,49,690,1,1,B1
8.5,1,1575.36,6,3102.77,6,1,0,0,,3,0,0,1,142.29,,,0,0,0,0,,,0,0,0,,,,0,15,9,86,46,626,1,0,B15
3.9,1,4035.28,1,599.33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14.5,80,44,591,1,0,B8
,1,336.67,1,855.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,4,120,54,682,1,0,B10
33.7,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,1,14867.05,0,,,,0,7,6,94,43,701,1,0,B15
3.9,1,1454.56,3,2077.29,3,1,0,0,0,0,0,0,1,1140.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6.5,106,38,589,1,1,B1
2.8,1,1925.68,2,898.92,1,0,0,0,0,2,1,757.23,1,670.08,0,0,0,0,0,0,0,0,0,0,0,1,97.9,0,0,27,10,93,54,644,1,0,B1
18.1,1,1096.81,5,4301.22,14,0,0,0,0,6,1,6197.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10033.91,0,0,,,,,661,1,1,B6
5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4.5,92,48,664,1,0,B3
1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11841.41,0,0,1,15187.92,1,1,0,2,0,,,,,696,1,0,B2
3.9,1,13585.66,5,35818.35,5,0,0,0,0,0,1,10400.37,1,35585.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,665,1,1,B4
10.6,1,8275.29,2,1138.85,14,1,0,0,0,0,1,2515.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,11.5,112,54,636,1,0,B5
1.5,1,7068.65,2,1214.32,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,121,37,634,1,1,B4
3.8,1,1595.67,2,1747.31,2,0,0,0,0,1,0,0,0,0,1,79.04,0,0,0,0,0,0,0,0,0,1,3350.83,1,0,35,9,109,42,644,1,1,B4
0.4,1,123.56,2,162.46,0,0,0,0,0,2,1,0,1,51.6,0,0,0,0,0,0,0,0,0,0,0,1,1038.25,0,1,,,,,699,1,0,B2
0.8,1,3849.44,6,13269.31,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17564.86,1,0,0,0,0,47,10,110,65,695,1,0,B16
4,1,2795.68,2,14029.64,1,0,0,0,,4,0,0,0,0,,,0,0,0,0,,,1,17011.87,1,,,,0,,,,,726,1,0,B15
3.3,1,4644.82,3,4896.72,11,1,0,0,0,3,0,0,1,2486.33,0,0,0,0,0,0,0,0,0,0,0,1,49.51,1,0,14,9,89,52,717,1,0,B4
1.3,1,256.59,2,361.88,0,0,0,0,0,1,0,0,1,145.9,2,40.05,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,624,1,0,B2
17.3,1,313.74,1,272.59,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7.5,120,54,681,1,0,B1
0.8,1,5431.98,2,3425.31,8,0,0,0,,1,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,55,4.5,127,25,682,1,0,B15
0.6,1,66.91,1,17.83,0,0,0,0,0,2,1,72.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19142.95,0,0,15,5.5,86,79,687,1,0,B8
2.1,1,2995.54,2,754.74,1,0,0,0,0,2,1,1490.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1084.85,1,1,61,7.5,127,55,676,1,1,B10
0.7,1,786.47,2,1383.86,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7975.88,0,0,10,10,94,50,632,1,1,B5
3.2,1,3933.27,6,7858.7,7,0,0,0,0,0,1,2317.38,1,13002.14,0,0,0,0,0,0,0,0,0,0,0,1,49373.91,0,0,,,,,656,1,1,B4
4.6,1,974.89,4,9349,24,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,68,6.5,127,24,649,1,0,B7
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.72,0,0,8,12,86,55,655,1,1,B4
21.1,1,1137.88,7,3628.54,28,1,0,0,1,0,1,304.1,1,1867.43,0,0,0,0,0,0,0,0,0,0,0,1,4331.25,0,0,31,5,105,45,597,1,1,B4
4.5,1,988.82,2,2378.1,5,1,0,0,0,0,1,1559.35,1,1708.87,1,88.75,0,0,0,0,0,0,0,0,0,1,557.84,0,0,10,8,87,19,596,1,1,B1
,1,2134.44,1,1155.66,2,1,0,0,0,0,1,9883.82,1,2453.89,1,119.11,0,0,1,5695.14,0,0,0,0,0,0,0,0,1,71,7.5,118,33,672,1,1,B4
1.9,1,2385.69,2,1395.63,2,0,0,0,0,2,1,0,1,165.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,641,1,0,B2
19.7,1,56.36,1,26.35,0,0,0,0,0,0,0,0,1,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10.5,123,38,619,1,0,B4
22.8,1,1732.01,6,3046.29,13,1,0,0,0,0,0,0,1,672.41,0,0,1,9400,0,0,0,0,0,0,0,0,0,0,0,101,8,142,47,693,1,0,B13
0.9,1,2465.23,3,3527.34,2,0,0,0,0,3,0,0,1,1663.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,661,1,0,B2
20.6,1,618.19,4,2816.75,13,0,0,0,0,6,1,676.6,1,628.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,10,87,49,678,1,0,B16
4,0,0,0,0,0,0,0,0,0,0,1,45768.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422.55,0,1,43,3.5,115,53,664,1,0,B9
1.3,1,1933.58,1,2375.92,0,0,0,0,,0,0,0,1,2748.47,,,0,0,0,0,,,0,0,0,,,,0,60,12,120,86,726,1,0,B15
1.4,1,1205.57,2,964.63,1,0,0,0,0,0,1,5247.23,1,0,1,60.51,0,0,0,0,0,0,0,0,0,1,66.06,0,0,,,,,686,1,0,B16
0.3,1,939.46,2,345.83,1,0,0,0,0,0,0,0,1,293.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,88,41,639,1,0,B12
1.8,1,2520.43,1,1729.25,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1645.96,0,0,1,16564.93,2,0,0,0,0,32,2.5,113,45,675,1,1,B2
1.1,1,2164.73,1,19.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.41,0,0,,,,,686,1,0,B2
2.4,1,159.75,0,0,0,0,0,0,0,0,1,3298.33,1,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,726,1,1,B4
4.2,1,47.13,2,647.76,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,6,95,23,617,1,0,B1
16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65300,0,0,0,0,0,0,0,1,1103.28,0,0,16,9,89,46,662,1,1,B3
12.9,1,1218.76,3,3763.99,19,1,1,5.65,1,0,0,0,1,1997.37,12,742.89,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,742,1,0,B16
1.2,1,893.13,1,112.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8,118,45,695,1,0,B7
3.8,1,18287.77,2,41387.49,5,1,0,0,0,0,0,0,1,146.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,114,36,673,1,0,B13
1.8,1,3145.46,3,3255.73,3,1,0,0,0,1,1,2667.6,1,1971.36,0,0,0,0,0,0,0,0,0,0,0,1,414.16,0,1,47,9.5,115,59,708,1,1,B4
5.4,1,537.94,2,936.01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,9,93,43,649,1,0,B4
0.4,1,2357.95,2,2478.08,3,1,0,0,0,1,0,0,1,356.56,10,238.54,1,5600,0,0,0,0,0,0,0,1,42440.23,0,1,15,5.5,91,40,605,1,1,B2
4.8,1,819.35,3,1686.63,4,0,0,0,0,0,0,0,1,1804.79,1,56.98,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,608,1,0,B2
1,0,0,0,0,0,0,0,0,0,0,1,1462.59,1,502.46,0,0,0,0,0,0,0,0,0,0,0,1,348.03,0,0,12,10.5,81,71,692,1,1,B2
4.5,1,897.52,4,3807.37,11,0,0,0,0,0,0,0,1,5183.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3.5,130,51,620,1,0,B4
1.8,1,17236.69,2,5333.76,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361.24,0,1,59,11,163,50,642,1,1,B16
3.3,1,42.44,2,292.34,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2883.16,1,0,35,7,106,57,688,1,0,B4
15.6,1,1135.81,6,6545.16,8,1,0,0,1,0,0,0,1,5579.41,1,80.51,0,0,1,6735.52,0,0,0,0,0,1,231.98,1,1,37,10.5,101,53,659,1,1,B1
1.6,1,7778.09,2,1172.3,9,1,0,0,0,1,1,46414.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,4.5,110,34,707,1,1,B1
,1,139.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6.5,93,45,693,1,0,B9
6.7,1,260.64,1,180.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,118,42,641,1,0,B6
3.6,1,2910.03,2,1289.35,2,1,0,0,0,2,0,0,1,381.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,710,1,0,B17
0.4,1,2552.85,4,6382.78,6,1,0,0,,0,1,4850.51,1,4254.64,,,0,0,0,0,,,0,0,0,,,,0,,,,,699,1,0,B15
21,1,14838.53,1,573.66,6,1,0,0,0,0,1,24951.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,115,22,606,1,0,B4
,1,326.54,3,1692.33,5,0,0,0,0,1,1,959.77,1,2231.53,0,0,0,0,0,0,0,0,0,0,0,1,366.62,0,0,4,8.5,106,44,645,1,0,B4
10,1,8123.88,1,6778.48,4,0,0,0,0,2,1,28623.77,0,0,0,0,1,7100,0,0,0,0,0,0,0,0,0,0,0,7,7.5,112,21,619,1,1,B4
1.4,1,-0.92,3,158.11,0,0,0,0,0,0,1,1,1,366.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.5,102,70,693,1,0,B4
11.9,1,4556.37,3,3013.21,4,0,0,0,,2,0,0,1,1827.16,,,0,0,0,0,,,0,0,0,,,,0,26,9.5,102,45,647,1,0,B15
3,1,682.75,2,573.72,0,0,0,0,0,2,1,2120.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.96,0,0,33,6.5,109,56,736,1,0,B4
10.6,1,92.96,1,52.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6.5,92,51,668,1,0,B10
1.6,1,423.89,3,1276.92,5,0,1,8.07,,1,1,39.94,1,1078.19,,,0,0,0,0,,,0,0,0,,,,0,43,6.5,99,48,672,1,0,B15
11.3,1,2675.17,2,1922.94,6,0,0,0,,0,1,3594.73,1,2894.15,,,0,0,0,0,,,0,0,0,,,,0,,,,,590,1,1,B19
4.7,1,482.4,3,1721.84,4,0,0,0,1,0,0,0,1,2234.85,0,0,1,8500,0,0,0,0,0,0,0,1,640.94,0,0,15,9.5,91,46,712,1,1,B4
1.3,1,151.71,4,946.08,0,1,0,0,0,1,1,76.45,1,671.38,0,0,0,0,0,0,0,0,0,0,0,1,1223.76,0,0,33,3,95,56,754,1,0,B3
4.4,1,849.19,1,1015.97,2,0,0,0,,1,1,1.18,1,212.55,,,0,0,0,0,,,0,0,0,,,,1,55,5,110,47,649,1,0,B15
4.3,1,5641.34,5,7711.22,4,1,0,0,0,8,0,0,1,2446.84,1,89.05,0,0,0,0,0,0,0,0,0,1,0,1,0,51,4,117,48,663,1,1,B1
1,1,1.34,1,94.71,0,0,0,0,,0,0,0,1,125.02,,,0,0,0,0,,,0,0,0,,,,0,90,3.5,139,28,647,1,0,B15
0.3,1,9367.16,2,1589.11,1,0,0,0,0,1,0,0,0,0,0,0,1,25500,0,0,0,0,0,0,0,0,0,0,0,56,10.5,127,52,667,1,1,B4
1.5,1,173.03,5,1730.24,9,0,0,0,1,0,1,441.86,1,2374.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9.5,95,45,654,1,0,B16
1.3,1,1834.23,2,3556.59,11,0,0,0,0,0,1,107.07,1,4776.48,5,209.08,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7.5,107,69,694,1,0,B9
11.5,1,445.52,1,487.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,698,1,0,B2
4.7,1,396.92,2,2393.62,6,0,0,0,1,0,0,0,1,1457.18,8,180.14,1,58800,0,0,0,0,1,15171.09,1,1,752.94,3,0,74,7.5,122,51,689,1,1,B5
,1,3394.68,1,2675.27,2,0,0,0,,2,1,7767.33,0,0,,,0,0,0,0,,,1,16219.49,1,,,,1,,,,,659,1,1,B15
0.6,1,447.02,1,51.69,0,0,0,0,0,0,1,100.95,1,161.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,5.5,110,29,709,1,1,B2
1.9,1,872.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7.5,115,30,661,1,0,B1
2.5,1,365.72,2,1869.71,5,0,0,0,1,0,0,0,1,2718.13,3,214.42,0,0,0,0,0,0,0,0,0,1,4385.46,0,0,27,9.5,95,72,782,1,1,B4
0.6,1,315.73,3,1291.77,0,0,0,0,0,3,0,0,1,1364.23,4,50.36,0,0,0,0,0,0,0,0,0,1,3819.8,0,0,,,,,665,1,0,B2
5,1,2428.21,3,5331.71,14,0,0,0,0,4,1,13365.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61571.74,2,0,30,6,93,49,683,1,1,B8
3.4,1,236.26,3,732.69,2,0,0,0,1,1,1,7253.98,1,234.15,1,52.7,0,0,0,0,0,0,0,0,0,1,87290.73,0,0,65,4,123,42,639,1,0,B4
0.4,1,978,1,117.18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543.78,0,0,68,10,118,61,732,1,0,B4
9.1,1,1584.19,4,2972.04,9,0,0,0,0,0,1,9773.38,1,3815.05,4,192.59,0,0,0,0,0,0,0,0,0,1,11242.76,1,0,10,8.5,97,52,695,1,1,B7
10.4,1,718.28,2,502.99,0,1,0,0,0,0,1,1488.25,1,173.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,4.5,126,46,678,1,0,B4
3.5,1,90.77,3,882.81,1,1,0,0,0,1,0,0,1,976.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13.5,77,78,749,1,0,B1
0.6,1,488.69,1,1142.06,7,0,0,0,0,0,0,0,1,1417.96,0,0,0,0,0,0,0,0,0,0,0,1,10779.1,0,0,20,9.5,98,68,695,1,0,B3
4.5,1,5175.13,5,6334.29,24,1,0,0,0,2,1,43972.67,0,0,0,0,0,0,0,0,0,0,1,12361.88,1,1,251.04,0,0,50,6.5,107,51,658,1,0,B6
7,1,3606.36,1,993.76,1,0,0,0,0,1,1,18.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,631,1,0,B3
6.7,1,2056.25,2,1619.76,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.62,0,0,6,7.5,104,58,666,1,1,B2
19.3,1,20618.59,3,28087.99,23,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,138555.04,1,29354.07,2,1,120.62,0,0,,,,,705,1,0,B4
7.8,1,2683.33,2,3102.81,6,1,0,0,,0,1,4.11,1,0,,,0,0,0,0,,,0,0,0,,,,1,25,3.5,109,38,659,1,0,B14
3.8,1,101.37,2,581.17,3,0,0,0,0,2,1,8918.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4.5,110,,,1,0,B1
3.2,1,724.43,1,692.76,1,0,0,0,0,0,1,1952.21,1,1132.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,7,100,26,633,1,1,B5
1.3,1,770.26,2,836.93,2,0,0,0,0,0,0,0,1,959.73,0,0,0,0,0,0,0,0,1,15402.45,1,1,27854.09,1,0,15,6.5,94,37,642,1,1,B17
15.3,1,1228.51,1,902.96,4,1,0,0,0,1,0,0,0,0,0,0,1,22400,1,4208.24,0,0,1,15827.38,0,1,75.58,0,0,20,9.5,94,51,726,1,0,B2
,1,222,2,868.09,3,0,0,0,0,0,0,0,1,668.56,0,0,0,0,0,0,0,0,0,0,0,1,86149.52,0,0,15,4.5,94,59,625,1,0,B2
0.3,1,27.68,2,155.43,0,0,0,0,0,0,1,225.39,1,301.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,7.5,133,53,703,1,0,B6
4.4,1,2181.97,4,3190.15,9,1,0,0,1,1,0,0,1,1405.02,2,167.01,0,0,0,0,0,0,0,0,0,1,165049.42,2,0,40,9.5,103,65,747,1,0,B6
13.8,1,47384.44,3,7061.47,3,1,0,0,0,0,0,0,1,1339.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,9,184,29,557,1,1,B2
,1,3693.55,3,19772.85,9,0,0,0,0,3,1,193.34,1,4140.19,0,0,1,30400,1,8.09,0,0,1,17307.19,1,1,54582.07,2,0,10,9.5,93,60,684,1,1,B1
11.5,1,2202.15,4,2102.66,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158,0,0,,,,,688,1,1,B2
15,0,0,0,0,0,0,0,0,0,0,1,19067.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,880.06,0,0,21,12.5,91,88,739,1,1,B4
4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15140.83,1,0,0,0,0,58,4.5,116,35,561,1,1,B4
4.6,1,1426.63,2,1362.45,2,0,0,0,0,0,0,0,1,1684.23,0,0,0,0,0,0,0,0,0,0,0,1,19905.04,0,0,60,6.5,122,56,660,1,1,B3
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,618,1,1,B2
21.4,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,39,10.5,103,59,665,1,0,B14
1.8,1,26.68,3,858.09,3,0,0,0,0,0,1,41.96,1,1438.67,2,64.59,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3.5,138,61,693,1,0,B1
4.3,1,1633.59,1,972.97,2,0,0,0,0,3,1,422.42,1,976.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,683,1,1,B4
2.4,1,1106.12,4,3590.86,22,0,0,0,1,6,1,21736.23,1,82.07,0,0,0,0,0,0,0,0,0,0,0,1,20200.73,1,0,25,6.5,108,49,693,1,1,B3
4.6,1,3110.03,3,7019.2,5,1,0,0,0,0,1,3376.79,1,3319.69,1,66.37,0,0,0,0,0,0,0,0,0,1,0,0,0,31,10,106,31,625,1,0,B4
,1,188.92,3,17894.63,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,116,25,633,1,0,B6
1.3,1,405.02,2,595.82,3,0,0,0,0,1,1,28.03,1,690.66,4,67.88,0,0,0,0,0,0,0,0,0,1,1227.41,0,0,48,11,104,55,690,1,1,B3
1.4,1,161.45,4,754.35,1,0,1,4.37,0,0,0,0,1,1237.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,102,,,1,0,B16
,1,3923.34,1,1000.34,5,1,0,0,0,0,1,3847.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175.52,0,1,77,4,131,60,673,1,0,B8
4.3,0,0,0,0,0,0,0,0,0,0,1,752.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,111,55,703,0,0,B2
0.5,1,2350.64,1,257.6,2,0,0,0,0,1,1,833.16,1,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,739,1,1,B1
1.8,1,237.79,3,1317.16,8,0,0,0,2,1,0,0,1,1735.98,1,36.04,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.5,105,51,618,1,0,B2
3.6,1,6815.4,1,4276.82,6,0,0,0,0,1,1,7017.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330.36,0,0,30,3,129,,,1,1,B4
4,1,90.29,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,27,3.5,99,28,690,1,0,B14
4,1,5159.84,2,4980.7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,126,48,737,1,0,B1
0.5,1,15468.66,4,2344.59,3,1,0,0,0,0,0,0,1,2491.22,0,0,0,0,0,0,0,0,0,0,0,1,688.4,0,0,72,6,168,60,770,1,1,B4
12.8,1,1721.57,2,900.25,3,1,0,0,0,2,1,4387.78,0,0,0,0,1,16000,0,0,1,0,0,0,0,0,0,0,0,15,8.5,90,48,705,1,1,B2
2.8,1,261.15,4,829.03,1,0,0,0,2,1,1,86.98,1,1015.09,5,130.16,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,103,44,683,1,0,B5
,1,1694.3,2,3197.11,7,1,0,0,0,1,0,0,1,317.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.5,92,47,623,1,0,B3
3.8,1,4838.31,3,5953.93,11,0,1,125.15,1,1,0,0,1,3989.5,8,230.79,0,0,0,0,0,0,0,0,0,0,0,0,1,61,2,127,40,650,1,0,B4
0.6,1,102.5,1,70.2,1,0,0,0,0,1,1,2344.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,136,58,692,1,1,B3
3.9,1,905.36,5,2957.05,5,1,0,0,0,2,1,32.46,1,713.93,14,778.28,0,0,0,0,0,0,0,0,0,1,1822.94,0,0,34,5,119,65,712,1,0,B5
0.3,1,66.24,2,304.8,1,0,0,0,,0,0,0,1,368.59,,,0,0,0,0,,,0,0,0,,,,0,17,4,109,44,706,1,0,B18
2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12800,0,0,0,0,0,0,0,1,3441.92,0,0,65,9.5,121,64,690,1,1,B4
0.7,1,1024.98,2,753.83,3,1,0,0,0,0,0,0,1,322,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,703,1,1,B5
0.9,1,81.7,0,0,0,0,0,0,0,0,1,5729.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.44,0,0,7,4.5,106,36,651,1,1,B5
11.6,1,5778.84,2,736.63,3,0,0,0,0,1,0,0,1,17.03,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,701,1,0,B1
3.6,1,248.9,3,1136.74,4,0,0,0,0,5,0,0,1,566.37,1,19.57,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,700,1,0,B16
3.9,1,135.91,2,169.63,2,0,0,0,0,1,1,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,921.88,0,0,99,5,137,52,633,1,1,B4
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15169.02,0,0,0,0,0,166,9,184,52,654,1,1,B6
25.8,1,13470.88,1,424.42,0,0,0,0,0,0,1,2100.76,0,0,0,0,0,0,0,0,0,0,1,24193.39,1,1,103542.55,2,0,15,8,106,56,637,1,1,B1
0.8,1,9.05,1,17.06,0,0,0,0,0,0,1,3530.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,107,26,569,1,1,B4
2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,8.5,91,38,683,0,1,B2
3,1,178.34,1,720.16,4,0,0,0,,0,0,0,1,956.01,,,0,0,0,0,,,0,0,0,,,,0,59,6,94,53,714,1,0,B19
0.9,1,1769.96,2,3033.53,3,0,0,0,0,2,1,1123.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10.5,102,74,736,1,0,B16
3.8,1,100.81,2,668.57,3,1,0,0,,0,1,4230.43,1,119.38,,,0,0,0,0,,,0,0,0,,,,0,,,,,638,1,0,B14
2.6,1,2278.43,5,3335.85,11,0,0,0,0,0,1,3710.08,1,4053.22,0,0,0,0,1,21728.62,0,0,0,0,0,1,422.41,1,0,,,,,714,1,0,B2
20.7,1,1007.69,4,6178.06,20,1,0,0,,2,1,3422.36,1,18284.5,,,0,0,0,0,,,0,0,0,,,,0,85,9,133,42,676,1,0,B15
